,,,Duration
period1,sc01,t1076,1
period1,sc01,t1077,1
period1,sc01,t1078,1
period1,sc01,t1079,1
period1,sc01,t1080,1
period1,sc01,t1081,1
period1,sc01,t1082,1
period1,sc01,t1083,1
period1,sc01,t1084,1
period1,sc01,t1085,1
period1,sc01,t1086,1
period1,sc01,t1087,1
period1,sc01,t1088,1
period1,sc01,t1089,1
period1,sc01,t1090,1
period1,sc01,t1091,1
period1,sc01,t1092,1
period1,sc01,t1093,1
period1,sc01,t1094,1
period1,sc01,t1095,1
period1,sc01,t1096,1
period1,sc01,t1097,1
period1,sc01,t1098,1
period1,sc01,t1099,1
period1,sc01,t1100,1
period1,sc01,t1101,1
period1,sc01,t1102,1
period1,sc01,t1103,1
period1,sc01,t1104,1
period1,sc01,t1105,1
period1,sc01,t1106,1
period1,sc01,t1107,1
period1,sc01,t1108,1
period1,sc01,t1109,1
period1,sc01,t1110,1
period1,sc01,t1111,1
period1,sc01,t1112,1
period1,sc01,t1113,1
period1,sc01,t1114,1
period1,sc01,t1115,1
period1,sc01,t1116,1
period1,sc01,t1117,1
period1,sc01,t1118,1
period1,sc01,t1119,1
period1,sc01,t1120,1
period1,sc01,t1121,1
period1,sc01,t1122,1
period1,sc01,t1123,1
period1,sc01,t1124,1
period1,sc01,t1125,1
period1,sc01,t1126,1
period1,sc01,t1127,1
period1,sc01,t1128,1
period1,sc01,t1129,1
period1,sc01,t1130,1
period1,sc01,t1131,1
period1,sc01,t1132,1
period1,sc01,t1133,1
period1,sc01,t1134,1
period1,sc01,t1135,1
period1,sc01,t1136,1
period1,sc01,t1137,1
period1,sc01,t1138,1
period1,sc01,t1139,1
period1,sc01,t1140,1
period1,sc01,t1141,1
period1,sc01,t1142,1
period1,sc01,t1143,1
period1,sc01,t1144,1
period1,sc01,t1145,1
period1,sc01,t1146,1
period1,sc01,t1147,1
period1,sc01,t1148,1
period1,sc01,t1149,1
period1,sc01,t1150,1
period1,sc01,t1151,1
period1,sc01,t1152,1
period1,sc01,t1153,1
period1,sc01,t1154,1
period1,sc01,t1155,1
period1,sc01,t1156,1
period1,sc01,t1157,1
period1,sc01,t1158,1
period1,sc01,t1159,1
period1,sc01,t1160,1
period1,sc01,t1161,1
period1,sc01,t1162,1
period1,sc01,t1163,1
period1,sc01,t1164,1
period1,sc01,t1165,1
period1,sc01,t1166,1
period1,sc01,t1167,1
period1,sc01,t1168,1
period1,sc01,t1169,1
period1,sc01,t1170,1
period1,sc01,t1171,1
period1,sc01,t1172,1
period1,sc01,t1173,1
period1,sc01,t1174,1
period1,sc01,t1175,1
period1,sc01,t1176,1
period1,sc01,t1177,1
period1,sc01,t1178,1
period1,sc01,t1179,1
period1,sc01,t1180,1
period1,sc01,t1181,1
period1,sc01,t1182,1
period1,sc01,t1183,1
period1,sc01,t1184,1
period1,sc01,t1185,1
period1,sc01,t1186,1
period1,sc01,t1187,1
period1,sc01,t1188,1
period1,sc01,t1189,1
period1,sc01,t1190,1
period1,sc01,t1191,1
period1,sc01,t1192,1
period1,sc01,t1193,1
period1,sc01,t1194,1
period1,sc01,t1195,1
period1,sc01,t1196,1
period1,sc01,t1197,1
period1,sc01,t1198,1
period1,sc01,t1199,1
period1,sc01,t1200,1
period1,sc01,t1201,1
period1,sc01,t1202,1
period1,sc01,t1203,1
period1,sc01,t1204,1
period1,sc01,t1205,1
period1,sc01,t1206,1
period1,sc01,t1207,1
period1,sc01,t1208,1
period1,sc01,t1209,1
period1,sc01,t1210,1
period1,sc01,t1211,1
period1,sc01,t1212,1
period1,sc01,t1213,1
period1,sc01,t1214,1
period1,sc01,t1215,1
period1,sc01,t1216,1
period1,sc01,t1217,1
period1,sc01,t1218,1
period1,sc01,t1219,1
period1,sc01,t1220,1
period1,sc01,t1221,1
period1,sc01,t1222,1
period1,sc01,t1223,1
period1,sc01,t1224,1
period1,sc01,t1225,1
period1,sc01,t1226,1
period1,sc01,t1227,1
period1,sc01,t1228,1
period1,sc01,t1229,1
period1,sc01,t1230,1
period1,sc01,t1231,1
period1,sc01,t1232,1
period1,sc01,t1233,1
period1,sc01,t1234,1
period1,sc01,t1235,1
period1,sc01,t1236,1
period1,sc01,t1237,1
period1,sc01,t1238,1
period1,sc01,t1239,1
period1,sc01,t1240,1
period1,sc01,t1241,1
period1,sc01,t1242,1
period1,sc01,t1243,1
period1,sc01,t1244,1
period1,sc01,t1245,1
period1,sc01,t1246,1
period1,sc01,t1247,1
period1,sc01,t1248,1
period1,sc01,t1249,1
period1,sc01,t1250,1
period1,sc01,t1251,1
period1,sc01,t1252,1
period1,sc01,t1253,1
period1,sc01,t1254,1
period1,sc01,t1255,1
period1,sc01,t1256,1
period1,sc01,t1257,1
period1,sc01,t1258,1
period1,sc01,t1259,1
period1,sc01,t1260,1
period1,sc01,t1261,1
period1,sc01,t1262,1
period1,sc01,t1263,1
period1,sc01,t1264,1
period1,sc01,t1265,1
period1,sc01,t1266,1
period1,sc01,t1267,1
period1,sc01,t1268,1
period1,sc01,t1269,1
period1,sc01,t1270,1
period1,sc01,t1271,1
period1,sc01,t1272,1
period1,sc01,t1273,1
period1,sc01,t1274,1
period1,sc01,t1275,1
period1,sc01,t1276,1
period1,sc01,t1277,1
period1,sc01,t1278,1
period1,sc01,t1279,1
period1,sc01,t1280,1
period1,sc01,t1281,1
period1,sc01,t1282,1
period1,sc01,t1283,1
period1,sc01,t1284,1
period1,sc01,t1285,1
period1,sc01,t1286,1
period1,sc01,t1287,1
period1,sc01,t1288,1
period1,sc01,t1289,1
period1,sc01,t1290,1
period1,sc01,t1291,1
period1,sc01,t1292,1
period1,sc01,t1293,1
period1,sc01,t1294,1
period1,sc01,t1295,1
period1,sc01,t1296,1
period1,sc01,t1297,1
period1,sc01,t1298,1
period1,sc01,t1299,1
period1,sc01,t1300,1
period1,sc01,t1301,1
period1,sc01,t1302,1
period1,sc01,t1303,1
period1,sc01,t1304,1
period1,sc01,t1305,1
period1,sc01,t1306,1
period1,sc01,t1307,1
period1,sc01,t1308,1
period1,sc01,t1309,1
period1,sc01,t1310,1
period1,sc01,t1311,1
period1,sc01,t1312,1
period1,sc01,t1313,1
period1,sc01,t1314,1
period1,sc01,t1315,1
period1,sc01,t1316,1
period1,sc01,t1317,1
period1,sc01,t1318,1
period1,sc01,t1319,1
period1,sc01,t1320,1
period1,sc01,t1321,1
period1,sc01,t1322,1
period1,sc01,t1323,1
period1,sc01,t1324,1
period1,sc01,t1325,1
period1,sc01,t1326,1
period1,sc01,t1327,1
period1,sc01,t1328,1
period1,sc01,t1329,1
period1,sc01,t1330,1
period1,sc01,t1331,1
period1,sc01,t1332,1
period1,sc01,t1333,1
period1,sc01,t1334,1
period1,sc01,t1335,1
period1,sc01,t1336,1
period1,sc01,t1337,1
period1,sc01,t1338,1
period1,sc01,t1339,1
period1,sc01,t1340,1
period1,sc01,t1341,1
period1,sc01,t1342,1
period1,sc01,t1343,1
period1,sc01,t1344,1
period1,sc01,t1345,1
period1,sc01,t1346,1
period1,sc01,t1347,1
period1,sc01,t1348,1
period1,sc01,t1349,1
period1,sc01,t1350,1
period1,sc01,t1351,1
period1,sc01,t1352,1
period1,sc01,t1353,1
period1,sc01,t1354,1
period1,sc01,t1355,1
period1,sc01,t1356,1
period1,sc01,t1357,1
period1,sc01,t1358,1
period1,sc01,t1359,1
period1,sc01,t1360,1
period1,sc01,t1361,1
period1,sc01,t1362,1
period1,sc01,t1363,1
period1,sc01,t1364,1
period1,sc01,t1365,1
period1,sc01,t1366,1
period1,sc01,t1367,1
period1,sc01,t1368,1
period1,sc01,t1369,1
period1,sc01,t1370,1
period1,sc01,t1371,1
period1,sc01,t1372,1
period1,sc01,t1373,1
period1,sc01,t1374,1
period1,sc01,t1375,1
period1,sc01,t1376,1
period1,sc01,t1377,1
period1,sc01,t1378,1
period1,sc01,t1379,1
period1,sc01,t1380,1
period1,sc01,t1381,1
period1,sc01,t1382,1
period1,sc01,t1383,1
period1,sc01,t1384,1
period1,sc01,t1385,1
period1,sc01,t1386,1
period1,sc01,t1387,1
period1,sc01,t1388,1
period1,sc01,t1389,1
period1,sc01,t1390,1
period1,sc01,t1391,1
period1,sc01,t1392,1
period1,sc01,t1393,1
period1,sc01,t1394,1
period1,sc01,t1395,1
period1,sc01,t1396,1
period1,sc01,t1397,1
period1,sc01,t1398,1
period1,sc01,t1399,1
period1,sc01,t1400,1
period1,sc01,t1401,1
period1,sc01,t1402,1
period1,sc01,t1403,1
period1,sc01,t1404,1
period1,sc01,t1405,1
period1,sc01,t1406,1
period1,sc01,t1407,1
period1,sc01,t1408,1
period1,sc01,t1409,1
period1,sc01,t1410,1
period1,sc01,t1411,1
period1,sc01,t1412,1
period1,sc01,t1413,1
period1,sc01,t1414,1
period1,sc01,t1415,1
period1,sc01,t1416,1
period1,sc01,t1417,1
period1,sc01,t1418,1
period1,sc01,t1419,1
period1,sc01,t1420,1
period1,sc01,t1421,1
period1,sc01,t1422,1
period1,sc01,t1423,1
period1,sc01,t1424,1
period1,sc01,t1425,1
period1,sc01,t1426,1
period1,sc01,t1427,1
period1,sc01,t1428,1
period1,sc01,t1429,1
period1,sc01,t1430,1
period1,sc01,t1431,1
period1,sc01,t1432,1
period1,sc01,t1433,1
period1,sc01,t1434,1
period1,sc01,t1435,1
period1,sc01,t1436,1
period1,sc01,t1437,1
period1,sc01,t1438,1
period1,sc01,t1439,1
period1,sc01,t1440,1
period1,sc01,t1441,1
period1,sc01,t1442,1
period1,sc01,t1443,1
period1,sc01,t1444,1
period1,sc01,t1445,1
period1,sc01,t1446,1
period1,sc01,t1447,1
period1,sc01,t1448,1
period1,sc01,t1449,1
period1,sc01,t1450,1
period1,sc01,t1451,1
period1,sc01,t1452,1
period1,sc01,t1453,1
period1,sc01,t1454,1
period1,sc01,t1455,1
period1,sc01,t1456,1
period1,sc01,t1457,1
period1,sc01,t1458,1
period1,sc01,t1459,1
period1,sc01,t1460,1
period1,sc01,t1461,1
period1,sc01,t1462,1
period1,sc01,t1463,1
period1,sc01,t1464,1
period1,sc01,t1465,1
period1,sc01,t1466,1
period1,sc01,t1467,1
period1,sc01,t1468,1
period1,sc01,t1469,1
period1,sc01,t1470,1
period1,sc01,t1471,1
period1,sc01,t1472,1
period1,sc01,t1473,1
period1,sc01,t1474,1
period1,sc01,t1475,1
period1,sc01,t1476,1
period1,sc01,t1477,1
period1,sc01,t1478,1
period1,sc01,t1479,1
period1,sc01,t1480,1
period1,sc01,t1481,1
period1,sc01,t1482,1
period1,sc01,t1483,1
period1,sc01,t1484,1
period1,sc01,t1485,1
period1,sc01,t1486,1
period1,sc01,t1487,1
period1,sc01,t1488,1
period1,sc01,t1489,1
period1,sc01,t1490,1
period1,sc01,t1491,1
period1,sc01,t1492,1
period1,sc01,t1493,1
period1,sc01,t1494,1
period1,sc01,t1495,1
period1,sc01,t1496,1
period1,sc01,t1497,1
period1,sc01,t1498,1
period1,sc01,t1499,1
period1,sc01,t1500,1
period1,sc01,t1501,1
period1,sc01,t1502,1
period1,sc01,t1503,1
period1,sc01,t1504,1
period1,sc01,t1505,1
period1,sc01,t1506,1
period1,sc01,t1507,1
period1,sc01,t1508,1
period1,sc01,t1509,1
period1,sc01,t1510,1
period1,sc01,t1511,1
period1,sc01,t1512,1
period1,sc01,t1513,1
period1,sc01,t1514,1
period1,sc01,t1515,1
period1,sc01,t1516,1
period1,sc01,t1517,1
period1,sc01,t1518,1
period1,sc01,t1519,1
period1,sc01,t1520,1
period1,sc01,t1521,1
period1,sc01,t1522,1
period1,sc01,t1523,1
period1,sc01,t1524,1
period1,sc01,t1525,1
period1,sc01,t1526,1
period1,sc01,t1527,1
period1,sc01,t1528,1
period1,sc01,t1529,1
period1,sc01,t1530,1
period1,sc01,t1531,1
period1,sc01,t1532,1
period1,sc01,t1533,1
period1,sc01,t1534,1
period1,sc01,t1535,1
period1,sc01,t1536,1
period1,sc01,t1537,1
period1,sc01,t1538,1
period1,sc01,t1539,1
period1,sc01,t1540,1
period1,sc01,t1541,1
period1,sc01,t1542,1
period1,sc01,t1543,1
period1,sc01,t1544,1
period1,sc01,t1545,1
period1,sc01,t1546,1
period1,sc01,t1547,1
period1,sc01,t1548,1
period1,sc01,t1549,1
period1,sc01,t1550,1
period1,sc01,t1551,1
period1,sc01,t1552,1
period1,sc01,t1553,1
period1,sc01,t1554,1
period1,sc01,t1555,1
period1,sc01,t1556,1
period1,sc01,t1557,1
period1,sc01,t1558,1
period1,sc01,t1559,1
period1,sc01,t1560,1
period1,sc01,t1561,1
period1,sc01,t1562,1
period1,sc01,t1563,1
period1,sc01,t1564,1
period1,sc01,t1565,1
period1,sc01,t1566,1
period1,sc01,t1567,1
period1,sc01,t1568,1
period1,sc01,t1569,1
period1,sc01,t1570,1
period1,sc01,t1571,1
period1,sc01,t1572,1
period1,sc01,t1573,1
period1,sc01,t1574,1
period1,sc01,t1575,1
period1,sc01,t1576,1
period1,sc01,t1577,1
period1,sc01,t1578,1
period1,sc01,t1579,1
period1,sc01,t1580,1
period1,sc01,t1581,1
period1,sc01,t1582,1
period1,sc01,t1583,1
period1,sc01,t1584,1
period1,sc01,t1585,1
period1,sc01,t1586,1
period1,sc01,t1587,1
period1,sc01,t1588,1
period1,sc01,t1589,1
period1,sc01,t1590,1
period1,sc01,t1591,1
period1,sc01,t1592,1
period1,sc01,t1593,1
period1,sc01,t1594,1
period1,sc01,t1595,1
period1,sc01,t1596,1
period1,sc01,t1597,1
period1,sc01,t1598,1
period1,sc01,t1599,1
period1,sc01,t1600,1
period1,sc01,t1601,1
period1,sc01,t1602,1
period1,sc01,t1603,1
period1,sc01,t1604,1
period1,sc01,t1605,1
period1,sc01,t1606,1
period1,sc01,t1607,1
period1,sc01,t1608,1
period1,sc01,t1609,1
period1,sc01,t1610,1
period1,sc01,t1611,1
period1,sc01,t1612,1
period1,sc01,t1613,1
period1,sc01,t1614,1
period1,sc01,t1615,1
period1,sc01,t1616,1
period1,sc01,t1617,1
period1,sc01,t1618,1
period1,sc01,t1619,1
period1,sc01,t1620,1
period1,sc01,t1621,1
period1,sc01,t1622,1
period1,sc01,t1623,1
period1,sc01,t1624,1
period1,sc01,t1625,1
period1,sc01,t1626,1
period1,sc01,t1627,1
period1,sc01,t1628,1
period1,sc01,t1629,1
period1,sc01,t1630,1
period1,sc01,t1631,1
period1,sc01,t1632,1
period1,sc01,t1633,1
period1,sc01,t1634,1
period1,sc01,t1635,1
period1,sc01,t1636,1
period1,sc01,t1637,1
period1,sc01,t1638,1
period1,sc01,t1639,1
period1,sc01,t1640,1
period1,sc01,t1641,1
period1,sc01,t1642,1
period1,sc01,t1643,1
period1,sc01,t1644,1
period1,sc01,t1645,1
period1,sc01,t1646,1
period1,sc01,t1647,1
period1,sc01,t1648,1
period1,sc01,t1649,1
period1,sc01,t1650,1
period1,sc01,t1651,1
period1,sc01,t1652,1
period1,sc01,t1653,1
period1,sc01,t1654,1
period1,sc01,t1655,1
period1,sc01,t1656,1
period1,sc01,t1657,1
period1,sc01,t1658,1
period1,sc01,t1659,1
period1,sc01,t1660,1
period1,sc01,t1661,1
period1,sc01,t1662,1
period1,sc01,t1663,1
period1,sc01,t1664,1
period1,sc01,t1665,1
period1,sc01,t1666,1
period1,sc01,t1667,1
period1,sc01,t1668,1
period1,sc01,t1669,1
period1,sc01,t1670,1
period1,sc01,t1671,1
period1,sc01,t1672,1
period1,sc01,t1673,1
period1,sc01,t1674,1
period1,sc01,t1675,1
period1,sc01,t1676,1
period1,sc01,t1677,1
period1,sc01,t1678,1
period1,sc01,t1679,1
period1,sc01,t1680,1
period1,sc01,t1681,1
period1,sc01,t1682,1
period1,sc01,t1683,1
period1,sc01,t1684,1
period1,sc01,t1685,1
period1,sc01,t1686,1
period1,sc01,t1687,1
period1,sc01,t1688,1
period1,sc01,t1689,1
period1,sc01,t1690,1
period1,sc01,t1691,1
period1,sc01,t1692,1
period1,sc01,t1693,1
period1,sc01,t1694,1
period1,sc01,t1695,1
period1,sc01,t1696,1
period1,sc01,t1697,1
period1,sc01,t1698,1
period1,sc01,t1699,1
period1,sc01,t1700,1
period1,sc01,t1701,1
period1,sc01,t1702,1
period1,sc01,t1703,1
period1,sc01,t1704,1
period1,sc01,t1705,1
period1,sc01,t1706,1
period1,sc01,t1707,1
period1,sc01,t1708,1
period1,sc01,t1709,1
period1,sc01,t1710,1
period1,sc01,t1711,1
period1,sc01,t1712,1
period1,sc01,t1713,1
period1,sc01,t1714,1
period1,sc01,t1715,1
period1,sc01,t1716,1
period1,sc01,t1717,1
period1,sc01,t1718,1
period1,sc01,t1719,1
period1,sc01,t1720,1
period1,sc01,t1721,1
period1,sc01,t1722,1
period1,sc01,t1723,1
period1,sc01,t1724,1
period1,sc01,t1725,1
period1,sc01,t1726,1
period1,sc01,t1727,1
period1,sc01,t1728,1
period1,sc01,t1729,1
period1,sc01,t1730,1
period1,sc01,t1731,1
period1,sc01,t1732,1
period1,sc01,t1733,1
period1,sc01,t1734,1
period1,sc01,t1735,1
period1,sc01,t1736,1
period1,sc01,t1737,1
period1,sc01,t1738,1
period1,sc01,t1739,1
period1,sc01,t1740,1
period1,sc01,t1741,1
period1,sc01,t1742,1
period1,sc01,t1743,1
period1,sc01,t1744,1
period1,sc01,t1745,1
period1,sc01,t1746,1
period1,sc01,t1747,1
period1,sc01,t1748,1
period1,sc01,t1749,1
period1,sc01,t1750,1
period1,sc01,t1751,1
period1,sc01,t1752,1
period1,sc01,t1753,1
period1,sc01,t1754,1
period1,sc01,t1755,1
period1,sc01,t1756,1
period1,sc01,t1757,1
period1,sc01,t1758,1
period1,sc01,t1759,1
period1,sc01,t1760,1
period1,sc01,t1761,1
period1,sc01,t1762,1
period1,sc01,t1763,1
period1,sc01,t1764,1
period1,sc01,t1765,1
period1,sc01,t1766,1
period1,sc01,t1767,1
period1,sc01,t1768,1
period1,sc01,t1769,1
period1,sc01,t1770,1
period1,sc01,t1771,1
period1,sc01,t1772,1
period1,sc01,t1773,1
period1,sc01,t1774,1
period1,sc01,t1775,1
period1,sc01,t1776,1
period1,sc01,t1777,1
period1,sc01,t1778,1
period1,sc01,t1779,1
period1,sc01,t1780,1
period1,sc01,t1781,1
period1,sc01,t1782,1
period1,sc01,t1783,1
period1,sc01,t1784,1
period1,sc01,t1785,1
period1,sc01,t1786,1
period1,sc01,t1787,1
period1,sc01,t1788,1
period1,sc01,t1789,1
period1,sc01,t1790,1
period1,sc01,t1791,1
period1,sc01,t1792,1
period1,sc01,t1793,1
period1,sc01,t1794,1
period1,sc01,t1795,1
period1,sc01,t1796,1
period1,sc01,t1797,1
period1,sc01,t1798,1
period1,sc01,t1799,1
period1,sc01,t1800,1
period1,sc01,t1801,1
period1,sc01,t1802,1
period1,sc01,t1803,1
period1,sc01,t1804,1
period1,sc01,t1805,1
period1,sc01,t1806,1
period1,sc01,t1807,1
period1,sc01,t1808,1
period1,sc01,t1809,1
period1,sc01,t1810,1
period1,sc01,t1811,1
period1,sc01,t1812,1
period1,sc01,t1813,1
period1,sc01,t1814,1
period1,sc01,t1815,1
period1,sc01,t1816,1
period1,sc01,t1817,1
period1,sc01,t1818,1
period1,sc01,t1819,1
period1,sc01,t1820,1
period1,sc01,t1821,1
period1,sc01,t1822,1
period1,sc01,t1823,1
period1,sc01,t1824,1
period1,sc01,t1825,1
period1,sc01,t1826,1
period1,sc01,t1827,1
period1,sc01,t1828,1
period1,sc01,t1829,1
period1,sc01,t1830,1
period1,sc01,t1831,1
period1,sc01,t1832,1
period1,sc01,t1833,1
period1,sc01,t1834,1
period1,sc01,t1835,1
period1,sc01,t1836,1
period1,sc01,t1837,1
period1,sc01,t1838,1
period1,sc01,t1839,1
period1,sc01,t1840,1
period1,sc01,t1841,1
period1,sc01,t1842,1
period1,sc01,t1843,1
period1,sc01,t1844,1
period1,sc01,t1845,1
period1,sc01,t1846,1
period1,sc01,t1847,1
period1,sc01,t1848,1
period1,sc01,t1849,1
period1,sc01,t1850,1
period1,sc01,t1851,1
period1,sc01,t1852,1
period1,sc01,t1853,1
period1,sc01,t1854,1
period1,sc01,t1855,1
period1,sc01,t1856,1
period1,sc01,t1857,1
period1,sc01,t1858,1
period1,sc01,t1859,1
period1,sc01,t1860,1
period1,sc01,t1861,1
period1,sc01,t1862,1
period1,sc01,t1863,1
period1,sc01,t1864,1
period1,sc01,t1865,1
period1,sc01,t1866,1
period1,sc01,t1867,1
period1,sc01,t1868,1
period1,sc01,t1869,1
period1,sc01,t1870,1
period1,sc01,t1871,1
period1,sc01,t1872,1
period1,sc01,t1873,1
period1,sc01,t1874,1
period1,sc01,t1875,1
period1,sc01,t1876,1
period1,sc01,t1877,1
period1,sc01,t1878,1
period1,sc01,t1879,1
period1,sc01,t1880,1
period1,sc01,t1881,1
period1,sc01,t1882,1
period1,sc01,t1883,1
period1,sc01,t1884,1
period1,sc01,t1885,1
period1,sc01,t1886,1
period1,sc01,t1887,1
period1,sc01,t1888,1
period1,sc01,t1889,1
period1,sc01,t1890,1
period1,sc01,t1891,1
period1,sc01,t1892,1
period1,sc01,t1893,1
period1,sc01,t1894,1
period1,sc01,t1895,1
period1,sc01,t1896,1
period1,sc01,t1897,1
period1,sc01,t1898,1
period1,sc01,t1899,1
period1,sc01,t1900,1
period1,sc01,t1901,1
period1,sc01,t1902,1
period1,sc01,t1903,1
period1,sc01,t1904,1
period1,sc01,t1905,1
period1,sc01,t1906,1
period1,sc01,t1907,1
period1,sc01,t1908,1
period1,sc01,t1909,1
period1,sc01,t1910,1
period1,sc01,t1911,1
period1,sc01,t1912,1
period1,sc01,t1913,1
period1,sc01,t1914,1
period1,sc01,t1915,1
period1,sc01,t1916,1
period1,sc01,t1917,1
period1,sc01,t1918,1
period1,sc01,t1919,1
period1,sc01,t1920,1
period1,sc01,t1921,1
period1,sc01,t1922,1
period1,sc01,t1923,1
period1,sc01,t1924,1
period1,sc01,t1925,1
period1,sc01,t1926,1
period1,sc01,t1927,1
period1,sc01,t1928,1
period1,sc01,t1929,1
period1,sc01,t1930,1
period1,sc01,t1931,1
period1,sc01,t1932,1
period1,sc01,t1933,1
period1,sc01,t1934,1
period1,sc01,t1935,1
period1,sc01,t1936,1
period1,sc01,t1937,1
period1,sc01,t1938,1
period1,sc01,t1939,1
period1,sc01,t1940,1
period1,sc01,t1941,1
period1,sc01,t1942,1
period1,sc01,t1943,1
period1,sc01,t1944,1
period1,sc01,t1945,1
period1,sc01,t1946,1
period1,sc01,t1947,1
period1,sc01,t1948,1
period1,sc01,t1949,1
period1,sc01,t1950,1
period1,sc01,t1951,1
period1,sc01,t1952,1
period1,sc01,t1953,1
period1,sc01,t1954,1
period1,sc01,t1955,1
period1,sc01,t1956,1
period1,sc01,t1957,1
period1,sc01,t1958,1
period1,sc01,t1959,1
period1,sc01,t1960,1
period1,sc01,t1961,1
period1,sc01,t1962,1
period1,sc01,t1963,1
period1,sc01,t1964,1
period1,sc01,t1965,1
period1,sc01,t1966,1
period1,sc01,t1967,1
period1,sc01,t1968,1
period1,sc01,t1969,1
period1,sc01,t1970,1
period1,sc01,t1971,1
period1,sc01,t1972,1
period1,sc01,t1973,1
period1,sc01,t1974,1
period1,sc01,t1975,1
period1,sc01,t1976,1
period1,sc01,t1977,1
period1,sc01,t1978,1
period1,sc01,t1979,1
period1,sc01,t1980,1
period1,sc01,t1981,1
period1,sc01,t1982,1
period1,sc01,t1983,1
period1,sc01,t1984,1
period1,sc01,t1985,1
period1,sc01,t1986,1
period1,sc01,t1987,1
period1,sc01,t1988,1
period1,sc01,t1989,1
period1,sc01,t1990,1
period1,sc01,t1991,1
period1,sc01,t1992,1
period1,sc01,t1993,1
period1,sc01,t1994,1
period1,sc01,t1995,1
period1,sc01,t1996,1
period1,sc01,t1997,1
period1,sc01,t1998,1
period1,sc01,t1999,1
period1,sc01,t2000,1
period1,sc01,t2001,1
period1,sc01,t2002,1
period1,sc01,t2003,1
period1,sc01,t2004,1
period1,sc01,t2005,1
period1,sc01,t2006,1
period1,sc01,t2007,1
period1,sc01,t2008,1
period1,sc01,t2009,1
period1,sc01,t2010,1
period1,sc01,t2011,1
period1,sc01,t2012,1
period1,sc01,t2013,1
period1,sc01,t2014,1
period1,sc01,t2015,1
period1,sc01,t2016,1
period1,sc01,t2017,1
period1,sc01,t2018,1
period1,sc01,t2019,1
period1,sc01,t2020,1
period1,sc01,t2021,1
period1,sc01,t2022,1
period1,sc01,t2023,1
period1,sc01,t2024,1
period1,sc01,t2025,1
period1,sc01,t2026,1
period1,sc01,t2027,1
period1,sc01,t2028,1
period1,sc01,t2029,1
period1,sc01,t2030,1
period1,sc01,t2031,1
period1,sc01,t2032,1
period1,sc01,t2033,1
period1,sc01,t2034,1
period1,sc01,t2035,1
period1,sc01,t2036,1
period1,sc01,t2037,1
period1,sc01,t2038,1
period1,sc01,t2039,1
period1,sc01,t2040,1
period1,sc01,t2041,1
period1,sc01,t2042,1
period1,sc01,t2043,1
period1,sc01,t2044,1
period1,sc01,t2045,1
