SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS,,,,,,,,,,
,,,,,,,,,,
REDE:,Piezometria,,,,,,,,,
,,,,,,,,,,
CÓDIGO,NOME,DISTRITO,CONCELHO,FREGUESIA,BACIA,ALTITUDE (M),COORD_X (M),COORD_Y (M),SISTEMA AQUÍFERO,ESTADO
558/52,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,69,241614,75613,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
558/53,,BEJA,MÉRTOLA,MÉRTOLA,GUADIANA,70,241408,75394,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
559/1,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,170,249514,77117,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
559/17,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,122,253078,71246,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
559/25,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,131,253366,73333,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
562/19,,BEJA,ODEMIRA,SÃO MARTINHO DAS AMOREIRAS,MIRA,249.8,180358,69424,A0 - MACIÇO ANTIGO INDIFERENCIADO,
567/11,,BEJA,MÉRTOLA,SANTANA DE CAMBAS,GUADIANA,130,250334,69416,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
573/15,,FARO,ALCOUTIM,MARTIM LONGO,GUADIANA,270,231892,52065,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM RESERVA
576/1,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,9.07,140898,40049,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
576/22,,FARO,ALJEZUR,ROGIL,RIBEIRAS DO ALGARVE,93.39,142630.5,46833,A0 - MACIÇO ANTIGO INDIFERENCIADO,
577/26,,FARO,MONCHIQUE,MARMELETE,RIBEIRAS DO ALGARVE,253.8,152311.1,40088,A0 - MACIÇO ANTIGO INDIFERENCIADO,
581/41,,FARO,TAVIRA,CACHOPO,GUADIANA,386,228101,40583,A0 - MACIÇO ANTIGO INDIFERENCIADO,
584/10,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,13.95,141137,38271,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
584/11,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,13.75,140980,37900,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
584/39,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,10.98,140667.37,38843.42,A0 - MACIÇO ANTIGO INDIFERENCIADO,
584/4,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,11.16,141267,39873,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
584/7,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,9.08,141000,39650,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
584/8,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,13.06,140990,39364,A0 - MACIÇO ANTIGO INDIFERENCIADO,ABANDONADO
584/9,,FARO,ALJEZUR,ALJEZUR,RIBEIRAS DO ALGARVE,13.89,141423,38799,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
585/175,,FARO,MONCHIQUE,MONCHIQUE,RIBEIRAS DO ALGARVE,279.2,163220,35727.3,A0 - MACIÇO ANTIGO INDIFERENCIADO,
585/176,,FARO,MONCHIQUE,MARMELETE,RIBEIRAS DO ALGARVE,393.9,154993.1,36974,A0 - MACIÇO ANTIGO INDIFERENCIADO,
585/78,,FARO,MONCHIQUE,MONCHIQUE,ARADE,517.68,162080.78,39797.68,A0 - MACIÇO ANTIGO INDIFERENCIADO,
587/1,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,RIBEIRAS DO ALGARVE,145.63,184330,32770,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
587/101,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,ARADE,137.56,190150,37800,A0 - MACIÇO ANTIGO INDIFERENCIADO,
587/19,,FARO,LOULÉ,ALTE,RIBEIRAS DO ALGARVE,218.28,194650,30830,M0 - ORLA MERIDIONAL INDIFERENCIADO,ABANDONADO
587/39,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,RIBEIRAS DO ALGARVE,164,189624,30885,M0 - ORLA MERIDIONAL INDIFERENCIADO,ENTULHADO
587/7,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,RIBEIRAS DO ALGARVE,164.55,189560,30820,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
589/31,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,GUADIANA,445.36,226803,30855,A0 - MACIÇO ANTIGO INDIFERENCIADO,
589/32,,FARO,LOULÉ,SALIR,RIBEIRAS DO ALGARVE,443.31,217250,30250,A0 - MACIÇO ANTIGO INDIFERENCIADO,
591/62,,FARO,CASTRO MARIM,AZINHAL,GUADIANA,97.23,258600,35300,A0 - MACIÇO ANTIGO INDIFERENCIADO,
591/94,,FARO,CASTRO MARIM,AZINHAL,GUADIANA,99,258653,35356,A0 - MACIÇO ANTIGO INDIFERENCIADO,
593/1,,FARO,LAGOS,BENSAFRIM,RIBEIRAS DO ALGARVE,15,150690,22140,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM RESERVA
593/3,,FARO,LAGOS,BENSAFRIM,RIBEIRAS DO ALGARVE,72,145950,20200,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
593/5,,FARO,LAGOS,BENSAFRIM,RIBEIRAS DO ALGARVE,74.18,149124,22007,M2 - ALMÁDENA - ODEÁXERE,
593/54,,FARO,ALJEZUR,BORDEIRA,RIBEIRAS DO ALGARVE,121.45,139141.58,29603.39,A0 - MACIÇO ANTIGO INDIFERENCIADO,
594/150,,FARO,PORTIMÃO,PORTIMÃO,ARADE,35.13,162600,22150,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
594/28,,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,RIBEIRAS DO ALGARVE,48.65,159600,25500,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
594/34,,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,RIBEIRAS DO ALGARVE,50.35,159450,26120,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
594/400,,FARO,LAGOS,ODIÁXERE,RIBEIRAS DO ALGARVE,44.73,152364.4,20450.09,M2 - ALMÁDENA - ODEÁXERE,EM RESERVA
594/466,,FARO,PORTIMÃO,-,RIBEIRAS DO ALGARVE,12.15,163617,20752,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,
594/47,,FARO,PORTIMÃO,MEXILHOEIRA GRANDE,RIBEIRAS DO ALGARVE,22.49,158158,22333,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
594/56,,FARO,PORTIMÃO,PORTIMÃO,RIBEIRAS DO ALGARVE,54.9,161730,23220,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM RESERVA
594/71,,FARO,PORTIMÃO,ALVOR,RIBEIRAS DO ALGARVE,24.51,161648,20654,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
595/121,,FARO,SILVES,SILVES,ARADE,50.4,174930,24570,M5 - QUERENÇA - SILVES,EM SERVIÇO
595/1250,,FARO,SILVES,SILVES,ARADE,1.51,170269.2,23351.6,M5 - QUERENÇA - SILVES,
595/160,,FARO,SILVES,SILVES,RIBEIRAS DO ALGARVE,47.16,177560,26330,M5 - QUERENÇA - SILVES,EM SERVIÇO
595/215,,FARO,SILVES,SILVES,ARADE,63.76,172856,23637,M5 - QUERENÇA - SILVES,EM SERVIÇO
595/308,,FARO,SILVES,SILVES,RIBEIRAS DO ALGARVE,59.86,177635,26244,M5 - QUERENÇA - SILVES,EM SERVIÇO
595/55,,FARO,SILVES,ALCANTARILHA,RIBEIRAS DO ALGARVE,58.49,180070,25460,M5 - QUERENÇA - SILVES,EM SERVIÇO
595/76,,FARO,SILVES,ALCANTARILHA,RIBEIRAS DO ALGARVE,49.37,181270,25660,M5 - QUERENÇA - SILVES,EM SERVIÇO
595/80,,FARO,SILVES,ALGOZ,RIBEIRAS DO ALGARVE,69.59,183740,26440,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/122,,FARO,SILVES,ALGOZ,RIBEIRAS DO ALGARVE,94.35,187980,25590,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/19,,FARO,ALBUFEIRA,PADERNE,RIBEIRAS DO ALGARVE,75.34,197052,24728,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/194,,FARO,SILVES,ALGOZ,RIBEIRAS DO ALGARVE,45,186290,23900,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/218,,FARO,SILVES,TUNES,RIBEIRAS DO ALGARVE,58.53,188274,22184,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
596/24,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,69.53,195711,26540,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/243,,FARO,LOULÉ,ALTE,RIBEIRAS DO ALGARVE,134.25,192184,29747,M5 - QUERENÇA - SILVES,ABANDONADO
596/245,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,RIBEIRAS DO ALGARVE,61,186660,26540,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/27,,FARO,ALBUFEIRA,PADERNE,RIBEIRAS DO ALGARVE,71.38,193880,26190,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/284,,FARO,ALBUFEIRA,PADERNE,RIBEIRAS DO ALGARVE,67.18,193740,25100,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/302,,FARO,ALBUFEIRA,PADERNE,RIBEIRAS DO ALGARVE,66.71,195300,26200,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/35,,FARO,LOULÉ,ALTE,RIBEIRAS DO ALGARVE,96.64,197667,26453,M5 - QUERENÇA - SILVES,EM RESERVA
596/399,,FARO,SILVES,ALGOZ,RIBEIRAS DO ALGARVE,107,190100,25320,M5 - QUERENÇA - SILVES,
596/51,,FARO,ALBUFEIRA,PADERNE,RIBEIRAS DO ALGARVE,60.97,192930,24740,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/59,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,RIBEIRAS DO ALGARVE,85.26,186513,29101,M5 - QUERENÇA - SILVES,ABANDONADO
596/86,,FARO,SILVES,SÃO BARTOLOMEU DE MESSINES,RIBEIRAS DO ALGARVE,78.15,185180,28240,M5 - QUERENÇA - SILVES,EM SERVIÇO
596/899,,FARO,LOULÉ,ALTE,RIBEIRAS DO ALGARVE,72,195744,26623,M5 - QUERENÇA - SILVES,
597/105,,FARO,LOULÉ,BENAFIM,RIBEIRAS DO ALGARVE,250,202950,27400,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/121,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,144,203840,22665,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/138,,FARO,LOULÉ,BENAFIM,RIBEIRAS DO ALGARVE,110,204300,25020,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/362,,FARO,LOULÉ,QUERENÇA,RIBEIRAS DO ALGARVE,225.82,215250,23620,M5 - QUERENÇA - SILVES,
597/364,,FARO,LOULÉ,QUERENÇA,RIBEIRAS DO ALGARVE,132.69,207868,25450,M5 - QUERENÇA - SILVES,
597/365,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,282.63,201004,29895,M5 - QUERENÇA - SILVES,EM RESERVA
597/367,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,269.44,211677,22274,M8 - S. BRÁS DE ALPORTEL,
597/642,,FARO,LOULÉ,-,RIBEIRAS DO ALGARVE,204.2,210958.56,20086.41,M8 - S. BRÁS DE ALPORTEL,EM RESERVA
597/78,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,221.52,203420,21200,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
597/79,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,253.43,200950,21100,M7 - QUARTEIRA,EM SERVIÇO
597/80,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,97.95,204050,24450,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/81,,FARO,LOULÉ,BENAFIM,RIBEIRAS DO ALGARVE,181.58,200162,27486,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/82,,FARO,LOULÉ,SALIR,RIBEIRAS DO ALGARVE,161.7,205350,28400,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/83,,FARO,LOULÉ,BENAFIM,RIBEIRAS DO ALGARVE,282.48,201200,29900,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/84,,FARO,LOULÉ,QUERENÇA,RIBEIRAS DO ALGARVE,212.33,213310,26450,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
597/85,,FARO,LOULÉ,LOULÉ (SÃO CLEMENTE),RIBEIRAS DO ALGARVE,237.44,214714,20105,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM RESERVA
597/88,,FARO,LOULÉ,SALIR,RIBEIRAS DO ALGARVE,165,205200,28300,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/91,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,98.81,204165,24401,M5 - QUERENÇA - SILVES,EM SERVIÇO
597/92,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,313.2,201850,21250,M5 - QUERENÇA - SILVES,EM SERVIÇO
598/1,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,294.6,219980,22800,M8 - S. BRÁS DE ALPORTEL,EM SERVIÇO
598/114,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,251.85,219065,20852,M8 - S. BRÁS DE ALPORTEL,EM SERVIÇO
598/132,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,272.36,223008,21873,M8 - S. BRÁS DE ALPORTEL,EM SERVIÇO
598/143,,FARO,TAVIRA,SANTA CATARINA DA FONTE DO BISPO,GUADIANA,430,228100,26850,A0 - MACIÇO ANTIGO INDIFERENCIADO,
598/155,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,299.22,219826,22726,M8 - S. BRÁS DE ALPORTEL,
598/73,,FARO,SÃO BRÁS DE ALPORTEL,SÃO BRÁS DE ALPORTEL,RIBEIRAS DO ALGARVE,260,223150,21720,M8 - S. BRÁS DE ALPORTEL,EM SERVIÇO
600/115,,FARO,VILA REAL DE SANTO ANTÓNIO,VILA NOVA DE CACELA,RIBEIRAS DO ALGARVE,51.1,250700,23140,M16 - S. BARTOLOMEU,EM SERVIÇO
600/15,,FARO,VILA REAL DE SANTO ANTÓNIO,MONTE GORDO,RIBEIRAS DO ALGARVE,2.74,260418,24401,M17 - MONTE GORDO,EM SERVIÇO
600/152,,FARO,TAVIRA,CONCEIÇÃO,RIBEIRAS DO ALGARVE,43,249060,21570,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
600/17,,FARO,CASTRO MARIM,CASTRO MARIM,RIBEIRAS DO ALGARVE,4.24,258430,23470,M17 - MONTE GORDO,EM SERVIÇO
600/173,,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,48,254300,25950,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
600/24,,FARO,CASTRO MARIM,CASTRO MARIM,GUADIANA,25.68,257408,24918,M16 - S. BARTOLOMEU,EM SERVIÇO
600/266,,FARO,CASTRO MARIM,-,GUADIANA,22.14,255570.99,24539.62,M16 - S. BARTOLOMEU,
600/267,,FARO,VILA REAL DE SANTO ANTÓNIO,-,RIBEIRAS DO ALGARVE,14.75,254896.09,23152.86,M0 - ORLA MERIDIONAL INDIFERENCIADO,
600/270,,FARO,VILA REAL DE SANTO ANTÓNIO,-,RIBEIRAS DO ALGARVE,3.51,261515.87,24957.57,M17 - MONTE GORDO,EM SERVIÇO
600/28,,FARO,CASTRO MARIM,CASTRO MARIM,GUADIANA,18.26,258680,26220,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
600/295,,FARO,VILA REAL DE SANTO ANTÓNIO,-,RIBEIRAS DO ALGARVE,12.47,254908.12,23251.15,M16 - S. BARTOLOMEU,EM SERVIÇO
600/300,,FARO,CASTRO MARIM,-,RIBEIRAS DO ALGARVE,9,256759,24226,M16 - S. BARTOLOMEU,
600/33,,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,26.64,255900,24850,M16 - S. BARTOLOMEU,EM SERVIÇO
600/37,,FARO,CASTRO MARIM,ALTURA,RIBEIRAS DO ALGARVE,32.97,255992,25102,M16 - S. BARTOLOMEU,EM SERVIÇO
600/66,,FARO,VILA REAL DE SANTO ANTÓNIO,VILA NOVA DE CACELA,RIBEIRAS DO ALGARVE,12.75,254000,23150,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
601/4,,FARO,VILA DO BISPO,VILA DO BISPO,RIBEIRAS DO ALGARVE,72.84,128980,10400,M1 - COVÕES,EM SERVIÇO
602/178,,FARO,LAGOS,BARÃO DE SÃO JOÃO,RIBEIRAS DO ALGARVE,61.41,145543.51,19394.17,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
602/187,,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,30.23,150322,19184,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
602/242,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,48.36,147106,16974,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
602/292,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,18,143690,14780,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
602/311,,FARO,LAGOS,BARÃO DE SÃO JOÃO,RIBEIRAS DO ALGARVE,57.46,143977,17113,M2 - ALMÁDENA - ODEÁXERE,EM RESERVA
602/424,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,9.16,150204,18077,M2 - ALMÁDENA - ODEÁXERE,
602/43,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,22.48,144316,14536,M2 - ALMÁDENA - ODEÁXERE,EM RESERVA
602/536,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,28.11,148842,18251,M2 - ALMÁDENA - ODEÁXERE,
602/552,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,70.99,145363,19486,M2 - ALMÁDENA - ODEÁXERE,
602/553,,FARO,LAGOS,-,RIBEIRAS DO ALGARVE,66.58,145390,19412,M2 - ALMÁDENA - ODEÁXERE,
602/58,,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,25.51,150780,15770,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
602/70,,FARO,LAGOS,LUZ,RIBEIRAS DO ALGARVE,56.11,144700,12450,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
602/76,,FARO,LAGOS,BENSAFRIM,RIBEIRAS DO ALGARVE,9.48,149254,19384,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
602/77,,FARO,VILA DO BISPO,BUDENS,RIBEIRAS DO ALGARVE,36.26,137872,12492,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM RESERVA
602/81,,FARO,LAGOS,BARÃO DE SÃO JOÃO,RIBEIRAS DO ALGARVE,73.53,142100,18550,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
602/95,,FARO,LAGOS,LAGOS (SANTA MARIA),RIBEIRAS DO ALGARVE,82,149100,15200,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
603/121,,FARO,PORTIMÃO,-,RIBEIRAS DO ALGARVE,18.39,160330,19930,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
603/142,,FARO,PORTIMÃO,-,RIBEIRAS DO ALGARVE,21.63,160700,19461,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,
603/19,,FARO,PORTIMÃO,ALVOR,RIBEIRAS DO ALGARVE,30,160090,18230,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,EM SERVIÇO
603/26,,FARO,PORTIMÃO,ALVOR,RIBEIRAS DO ALGARVE,36,161110,17650,M3 - MEXILHOEIRA GRANDE - PORTIMÃO,ABANDONADO
603/38,,FARO,LAGOS,LAGOS (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,28,152350,19020,M2 - ALMÁDENA - ODEÁXERE,EM SERVIÇO
603/41,,FARO,LAGOA,FERRAGUDO,RIBEIRAS DO ALGARVE,70,167100,16000,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
603/73,,FARO,LAGOA,FERRAGUDO,ARADE,33.02,167042,16718,M4 - FERRAGUDO - ALBUFEIRA,
604/106,,FARO,LAGOA,CARVOEIRO,RIBEIRAS DO ALGARVE,25,170350,15000,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
604/118,,FARO,LAGOA,ESTÔMBAR,ARADE,22.8,168430,19650,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
604/125,,FARO,LAGOA,LAGOA,ARADE,38.2,172920,18320,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
604/23,,FARO,SILVES,PÊRA,RIBEIRAS DO ALGARVE,7.07,181370,16770,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
604/322,,FARO,LAGOA,-,ARADE,39.82,169195,18067,M4 - FERRAGUDO - ALBUFEIRA,EM RESERVA
604/492,,FARO,LAGOA,-,RIBEIRAS DO ALGARVE,74.88,174945.38,14929.78,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
604/70,,FARO,LAGOA,PORCHES,RIBEIRAS DO ALGARVE,80.32,176720,19520,M4 - FERRAGUDO - ALBUFEIRA,EM RESERVA
604/74,,FARO,LAGOA,PORCHES,RIBEIRAS DO ALGARVE,73.84,175750,17800,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
604/85,,FARO,LAGOA,LAGOA,RIBEIRAS DO ALGARVE,69.17,174850,15000,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
605/107,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,31.29,198036,16692,M7 - QUARTEIRA,EM RESERVA
605/112,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,38,198830,16850,M7 - QUARTEIRA,EM SERVIÇO
605/134,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,24,197290,15810,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO
605/200,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,46.08,195608,14370,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO
605/212,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,46.99,193120,14530,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO
605/268,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,19.66,185270,13559,M4 - FERRAGUDO - ALBUFEIRA,EM SERVIÇO
605/303,,FARO,LOULÉ,BOLIQUEIME,RIBEIRAS DO ALGARVE,44.21,199898,17173,M7 - QUARTEIRA,ABANDONADO
605/324,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,68.84,194327,17427,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,ABANDONADO
605/327,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,66.2,189500,16500,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
605/345,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,39.57,196243,14511,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,
605/346,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,96.08,193349.71,19814.99,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,
605/39,,FARO,ALBUFEIRA,GUIA,RIBEIRAS DO ALGARVE,22.39,184580,16270,M4 - FERRAGUDO - ALBUFEIRA,ABANDONADO
605/42,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,73.06,190420,17820,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
605/43,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,47.63,188090,13850,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
605/431,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,40.58,193162.98,14877.21,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM RESERVA
605/505,,FARO,ALBUFEIRA,-,RIBEIRAS DO ALGARVE,64.68,192155.16,16113.41,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,ABANDONADO
605/56,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,31.43,189210,15070,M0 - ORLA MERIDIONAL INDIFERENCIADO,EM SERVIÇO
605/78,,FARO,ALBUFEIRA,ALBUFEIRA,RIBEIRAS DO ALGARVE,51.4,195706,15830,M6 - ALBUFEIRA - RIBEIRA DE QUARTEIRA,EM SERVIÇO
606/1033,,FARO,FARO,FARO (SÃO PEDRO),RIBEIRAS DO ALGARVE,16.02,215508,10749,M12 - CAMPINA DE FARO,EM SERVIÇO
606/1038,,FARO,FARO,SANTA BÁRBARA DE NEXE,RIBEIRAS DO ALGARVE,86.33,214750,14550,M9 - ALMANSIL - MEDRONHAL,EM RESERVA
606/1042,,FARO,LOULÉ,ALMANSIL,RIBEIRAS DO ALGARVE,74.21,209684,14470,M9 - ALMANSIL - MEDRONHAL,EM SERVIÇO
606/1043,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,51.05,206868,15425,M7 - QUARTEIRA,EM SERVIÇO
606/1044,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,59.56,207274,17089,M7 - QUARTEIRA,EM SERVIÇO
606/1045,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,97.62,208268,18584,M7 - QUARTEIRA,EM SERVIÇO
606/1047,,FARO,LOULÉ,QUARTEIRA,RIBEIRAS DO ALGARVE,52,205300,15200,M7 - QUARTEIRA,EM SERVIÇO
606/1049,,FARO,LOULÉ,LOULÉ (SÃO SEBASTIÃO),RIBEIRAS DO ALGARVE,86.7,205850,19200,M7 - QUARTEIRA,EM RESERVA
